activity_number,activity_name,activity_hierarchy,activity_name_normalized,duration_days,profile_days_used,asset_candidate_count,review_priority,outlier_flags,candidate_slot,generated_asset_type,generated_confidence,generated_role,generated_estimated_hours,generated_profile_shape,reviewed_asset_type,reviewed_confidence,reviewed_confidence_tier,reviewed_role,reviewed_estimated_hours,reviewed_profile_shape,reviewed_is_required,label_estimated_hours,review_status,changed_fields,review_source
1318,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1318,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1320,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1320,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1322,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1322,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1324,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1324,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1326,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",commence shelf angle and sealing deck,2,2,2,high,multi_lead_activity,1,ewp,0.7,lead,10.0,uniform,ewp,0.7,medium,lead,10.0,uniform,True,10.0,accepted,,manual_first_pass
1326,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",commence shelf angle and sealing deck,2,2,2,high,multi_lead_activity,2,crane,0.65,lead,5.0,uniform,crane,0.65,medium,lead,5.0,uniform,True,5.0,accepted,,manual_first_pass
1328,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,1,loading_bay,0.85,lead,4.0,single_day,loading_bay,0.85,high,lead,4.0,single_day,True,4.0,accepted,,manual_first_pass
1328,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,2,forklift,0.7,support,2.0,single_day,forklift,0.7,medium,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1328,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,3,crane,0.35,support,2.0,single_day,crane,0.35,low,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1328,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,4,telehandler,0.3,incidental,1.0,single_day,telehandler,0.3,low,incidental,1.0,single_day,True,1.0,accepted,,manual_first_pass
1331,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1331,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1334,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1334,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1336,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","slab pour, pour",0,1,2,high,zero_day_asset_normalized,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1336,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","slab pour, pour",0,1,2,high,zero_day_asset_normalized,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1337,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,1,telehandler,0.3,lead,1.5,single_day,telehandler,0.3,low,lead,1.5,single_day,True,1.5,accepted,,manual_first_pass
1337,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,2,forklift,0.25,incidental,0.5,single_day,forklift,0.25,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1338,"Day 13 - Slab pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1338,"Day 13 - Slab pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 7 ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1349,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",pour columns to pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1349,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",pour columns to pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1355,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",pour columns pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1355,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",pour columns pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1357,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1357,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1359,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1359,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1361,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1361,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1363,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.0,,lead,8.0,single_day,False,0.0,dropped,confidence,manual_first_pass
1363,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.0,,incidental,0.5,single_day,False,0.0,dropped,confidence,manual_first_pass
1365,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1365,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1367,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,1,loading_bay,0.85,lead,4.0,single_day,loading_bay,0.85,high,lead,4.0,single_day,True,4.0,accepted,,manual_first_pass
1367,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,2,forklift,0.7,support,2.0,single_day,forklift,0.7,medium,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1367,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,3,crane,0.35,support,2.0,single_day,crane,0.35,low,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1367,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,4,telehandler,0.3,incidental,1.0,single_day,telehandler,0.3,low,incidental,1.0,single_day,True,1.0,accepted,,manual_first_pass
1370,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1370,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1373,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1373,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1375,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1375,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1376,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,1,telehandler,0.3,lead,1.5,single_day,telehandler,0.3,low,lead,1.5,single_day,True,1.5,accepted,,manual_first_pass
1376,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,2,forklift,0.25,incidental,0.5,single_day,forklift,0.25,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1377,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1377,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 8 ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1388,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",pour columns to pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1388,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",pour columns to pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1394,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",pour columns pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1394,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",pour columns pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1396,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1396,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1398,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1398,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1400,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1400,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1402,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1402,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1404,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1404,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1406,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,1,loading_bay,0.85,lead,4.0,single_day,loading_bay,0.85,high,lead,4.0,single_day,True,4.0,accepted,,manual_first_pass
1406,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,2,forklift,0.7,support,2.0,single_day,forklift,0.7,medium,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1406,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,3,crane,0.35,support,2.0,single_day,crane,0.35,low,support,2.0,single_day,True,2.0,accepted,,manual_first_pass
1406,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",reo delivery first thing,1,1,4,high,four_asset_activity,4,telehandler,0.3,incidental,1.0,single_day,telehandler,0.3,low,incidental,1.0,single_day,True,1.0,accepted,,manual_first_pass
1409,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1409,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1412,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1412,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1414,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1414,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1415,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,1,telehandler,0.3,lead,1.5,single_day,telehandler,0.3,low,lead,1.5,single_day,True,1.5,accepted,,manual_first_pass
1415,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,high,,2,forklift,0.25,incidental,0.5,single_day,forklift,0.25,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1416,"Day 13 - Slab pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","slab pour, pour",1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1416,"Day 13 - Slab pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","slab pour, pour",1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1427,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",pour columns to pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1427,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",pour columns to pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1433,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",pour columns pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1433,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",pour columns pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
1435,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1435,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","dog box works, caulking panels",1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1437,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,1,ewp,0.7,lead,5.0,single_day,ewp,0.7,medium,lead,5.0,single_day,True,5.0,accepted,,manual_first_pass
1437,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,high,multi_lead_activity,2,crane,0.65,lead,2.5,single_day,crane,0.65,medium,lead,2.5,single_day,True,2.5,accepted,,manual_first_pass
1439,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete levelling pour,1,1,2,high,,1,concrete_pump,0.95,lead,8.0,single_day,concrete_pump,0.95,high,lead,8.0,single_day,True,8.0,accepted,,manual_first_pass
1439,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete levelling pour,1,1,2,high,,2,telehandler,0.2,incidental,0.5,single_day,telehandler,0.2,low,incidental,0.5,single_day,True,0.5,accepted,,manual_first_pass
