activity_number,activity_name,activity_hierarchy,activity_name_normalized,duration_days,profile_days_used,asset_requirement_count,review_source,crane_required,crane_confidence,crane_role,crane_estimated_hours,crane_profile_shape,hoist_required,hoist_confidence,hoist_role,hoist_estimated_hours,hoist_profile_shape,loading_bay_required,loading_bay_confidence,loading_bay_role,loading_bay_estimated_hours,loading_bay_profile_shape,ewp_required,ewp_confidence,ewp_role,ewp_estimated_hours,ewp_profile_shape,concrete_pump_required,concrete_pump_confidence,concrete_pump_role,concrete_pump_estimated_hours,concrete_pump_profile_shape,excavator_required,excavator_confidence,excavator_role,excavator_estimated_hours,excavator_profile_shape,forklift_required,forklift_confidence,forklift_role,forklift_estimated_hours,forklift_profile_shape,telehandler_required,telehandler_confidence,telehandler_role,telehandler_estimated_hours,telehandler_profile_shape,compactor_required,compactor_confidence,compactor_role,compactor_estimated_hours,compactor_profile_shape
1492,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1493,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.25,incidental,0.5,single_day,True,0.3,lead,1.5,single_day,False,,,0.0,
1494,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1505,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",pour columns to pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1511,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",pour columns pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1513,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","dog box works, caulking panels",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1515,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete dog box works – caulking panels,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1517,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1519,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete levelling pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1521,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1523,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",reo delivery first thing,1,1,4,manual_first_pass,True,0.35,support,2.0,single_day,False,,,0.0,,True,0.85,lead,4.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.7,support,2.0,single_day,True,0.3,incidental,1.0,single_day,False,,,0.0,
1526,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1529,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,manual_first_pass,True,0.65,lead,2.5,single_day,False,,,0.0,,False,,,0.0,,True,0.7,lead,5.0,single_day,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1531,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1532,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.25,incidental,0.5,single_day,True,0.3,lead,1.5,single_day,False,,,0.0,
1533,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","slab pour, pour",1,1,2,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.95,lead,8.0,single_day,False,,,0.0,,False,,,0.0,,True,0.2,incidental,0.5,single_day,False,,,0.0,
1550,FRP Services Plant plinth and Concrete Bunds,ON SITE WORKS > ROOF PLANT INSTALLATION,frp services plant plinth and concrete bunds,10,10,1,manual_first_pass,False,,,0.0,,True,0.5,incidental,1.0,inverse_bell,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1551,Roof Waterproofing,ON SITE WORKS > ROOF PLANT INSTALLATION,roof waterproofing,6,6,0,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1552,Deliver services plant before crane removal,ON SITE WORKS > ROOF PLANT INSTALLATION,deliver services plant before crane removal,3,3,2,manual_first_pass,True,0.8,lead,2.5,single_day_start,True,0.2,incidental,0.5,single_day_start,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1561,Hydraulic - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,hydraulic - high level services,9,9,3,manual_first_pass,False,,,0.0,,True,0.4,incidental,2.0,inverse_bell,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.15,incidental,5.0,inverse_bell,True,0.25,incidental,5.0,inverse_bell,False,,,0.0,
1562,Fire - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,fire - high level services,19,19,4,manual_first_pass,False,,,0.0,,True,0.2,incidental,14.0,inverse_bell,False,,,0.0,,True,0.7,lead,94.5,bell,False,,,0.0,,False,,,0.0,,True,0.15,incidental,10.5,inverse_bell,True,0.25,incidental,10.5,inverse_bell,False,,,0.0,
1564,Electrical + Com + Security - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,electrical + com + security - high level services,13,13,3,manual_first_pass,False,,,0.0,,True,0.2,incidental,9.5,inverse_bell,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.15,incidental,7.0,inverse_bell,True,0.25,incidental,7.5,inverse_bell,False,,,0.0,
1572,"2nd fix Services (Fire, Elec, Mech, Hyd)",ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Retail,2nd fix services,3,3,2,manual_first_pass,False,,,0.0,,True,0.2,incidental,1.0,uniform,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.15,incidental,1.5,uniform,False,,,0.0,,False,,,0.0,
1574,PB wall sheeting,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Retail,pb wall sheeting,4,4,2,manual_first_pass,False,,,0.0,,False,,,0.0,,True,0.4,incidental,2.0,front_loaded,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.4,lead,2.0,uniform,False,,,0.0,,False,,,0.0,
1575,PB bulkhead + ceiling sheeting,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Retail,pb bulkhead + ceiling sheeting,4,4,2,manual_first_pass,False,,,0.0,,False,,,0.0,,True,0.4,incidental,2.0,front_loaded,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.4,lead,3.0,uniform,False,,,0.0,,False,,,0.0,
1586,Waterproof / test wet area - membrane floor + wall,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Bathroom / End of Trip,waterproof / test wet area - membrane floor + wall,2,2,0,manual_first_pass,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,,False,,,0.0,
1587,Floor tiling,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Bathroom / End of Trip,floor tiling,8,8,2,manual_first_pass,False,,,0.0,,False,,,0.0,,True,0.15,incidental,4.5,inverse_bell,False,,,0.0,,False,,,0.0,,False,,,0.0,,True,0.2,lead,10.0,uniform,False,,,0.0,,False,,,0.0,
